41.994,27.406,0.7162,-4.9773,9.9359,-39.541,10.898,15.331
-25.3,4.8389,15.913,-21.587,-26.001,26.017,-5.438,-37.928
-29.382,9.6822,8.528,-36.327,-3.5326,12.883,-13.394,32.208
-28.796,-20.408,35.9,-3.3424,29.761,-8.8686,29.888,-26.343
-34.878,7.232,0.50449,-3.2648,-10.536,19.291,33.248,-10.482
13.333,3.5482,-24.552,-18.822,-6.1799,-2.337,-6.1156,17.041
41.196,15.969,14.678,-33.612,29.91,-39.269,-9.7648,26.376
61.699,-17.281,16.957,-9.5484,-2.2806,27.655,-10.496,-0.47301
5.9327,-18.811,2.0254,-3.6501,-17.387,-5.372,-20.281,10.198
-25.443,-1.5012,4.2706,-37.874,-22.18,-16.454,1.6332,-8.5886
37.006,27.518,-37.067,13.268,-13.11,14.061,-1.0557,-22.087
-32.413,17.086,-9.0406,-14.956,17.226,5.8259,10.426,-13.089
29.308,-28.587,15.58,-10.458,1.6037,38.87,16.826,-7.5689
-53.003,-2.48,-0.85471,-1.7539,1.5647,17.345,-0.10135,9.2275
-28.535,16.093,-4.9754,5.3263,4.7871,-4.911,31.932,-1.091
-24.835,-4.7283,4.7007,-36.056,-7.1404,8.115,-16.424,36.68
-27.78,30.569,21.253,-27.733,-16.312,-1.6951,-0.53447,-5.677
-36.75,0.94192,23.508,-11.879,-20.597,-11.967,-18.649,20.107
-6.0582,-20.699,18.512,-14.89,42.722,4.4728,50.755,-1.4288
-48.122,26.71,2.5164,-13.639,10.625,-13.745,-4.6062,0.94417
-49.725,23.086,3.5536,-18.966,12.625,-20.497,2.552,4.378
19.193,7.4746,-38.028,-42.946,-37.461,-17.739,2.5114,-6.3778
-4.7581,20.204,33.321,-26.475,-41.381,9.7935,-4.166,-23.585
-14.714,-24.044,28.044,-9.2243,34.519,-5.7019,34.721,-12.112
32.259,13.522,-49.303,-37.659,-40.145,-9.5734,-0.24801,5.4503
53.381,36.431,-16.507,-13.301,15.885,-30.334,-0.09906,17.999
45.776,-35.815,13.196,-11.45,-10.27,35.67,-0.26464,4.0266
-45.883,15.992,9.0845,14.201,-11.23,10.425,-12.046,16.264
-30.723,22.941,-6.9433,-8.4468,22.668,1.7622,5.8306,-4.6072
-9.9743,-2.5495,30.778,-19.316,-40.421,25.511,5.0071,-15.556
-13.413,7.3998,-3.2225,-15.978,5.3095,9.6703,-3.1882,-8.7244
-51.425,29.068,-7.9777,-7.0502,27.786,-0.13801,-8.5853,4.606
44.93,-35.749,22.873,-7.9679,9.5585,33.711,13,-22.716
-28.949,15.55,24.981,-25.73,-28.924,21.292,-4.2435,-28.306
-33.449,-1.3002,11.507,-11.38,31.486,22.208,33.477,-7.0219
38.545,-2.2882,-35.487,-20.679,16.747,45.226,-11.04,-5.5293
0.36211,-8.3521,-18.102,-39.799,-52.736,-22.57,6.9192,-11.579
44.621,37.442,-2.6825,-18.877,24.122,-49.806,1.6622,27.76
22.961,6.0159,-32.186,-15.72,25.209,49.408,-4.4179,-2.1312
-5.7113,-21.69,19.558,-31.28,34.052,15.536,31.539,-1.3893
